Mod:Item:MetaData, Localized Name
twilightforest:shader:0, Twilit Shader: Knight Phantom
twilightforest:shader:0, Twilit Shader: Ur-Ghast
twilightforest:shader:0, Twilit Shader: Alpha Yeti
twilightforest:shader:0, Twilit Shader: Snow Queen
tconstruct:book, Materials and You
tconstruct:soil:0, Grout
tconstruct:soil:1, Green Slimy Mud
tconstruct:soil:2, Blue Slimy Mud
tconstruct:soil:3, Graveyard Soil
tconstruct:soil:4, Consecrated Soil
tconstruct:soil:5, Slimy Magma Mud
tconstruct:slime:1, Slime Block
tconstruct:slime:2, Slime Block
tconstruct:slime:3, Blood Slime Block
tconstruct:slime:4, Slime Block
tconstruct:slime_congealed:0, Congealed Slime Block
tconstruct:slime_congealed:1, Congealed Slime Block
tconstruct:slime_congealed:2, Congealed Slime Block
tconstruct:slime_congealed:3, Congealed Bloodblock
tconstruct:slime_congealed:4, Congealed Slime Block
tconstruct:ore:0, Cobalt Ore
tconstruct:ore:1, Ardite Ore
tconstruct:firewood:0, Lavawood
tconstruct:firewood:1, Firewood
tconstruct:deco_ground:0, Mud Bricks
tconstruct:clear_glass:0, Clear Glass
tconstruct:clear_stained_glass:0, Clear White Stained Glass
tconstruct:clear_stained_glass:1, Clear Orange Stained Glass
tconstruct:clear_stained_glass:2, Clear Magenta Stained Glass
tconstruct:clear_stained_glass:3, Clear Light Blue Stained Glass
tconstruct:clear_stained_glass:4, Clear Yellow Stained Glass
tconstruct:clear_stained_glass:5, Clear Light Green Stained Glass
tconstruct:clear_stained_glass:6, Clear Pink Stained Glass
tconstruct:clear_stained_glass:7, Clear Gray Stained Glass
tconstruct:clear_stained_glass:8, Clear Light Gray Stained Glass
tconstruct:clear_stained_glass:9, Clear Cyan Stained Glass
tconstruct:clear_stained_glass:10, Clear Purple Stained Glass
tconstruct:clear_stained_glass:11, Clear Blue Stained Glass
tconstruct:clear_stained_glass:12, Clear Brown Stained Glass
tconstruct:clear_stained_glass:13, Clear Green Stained Glass
tconstruct:clear_stained_glass:14, Clear Red Stained Glass
tconstruct:clear_stained_glass:15, Clear Black Stained Glass
tconstruct:deco_ground_slab:0, Mud Bricks Slab
tconstruct:firewood_slab:0, Lavawood Slab
tconstruct:firewood_slab:1, Firewood Slab
tconstruct:mudbrick_stairs:0, Mud Bricks Stairs
tconstruct:firewood_stairs:0, Firewood Stairs
tconstruct:lavawood_stairs:0, Lavawood Stairs
tconstruct:nuggets:0, Cobalt Nugget
tconstruct:nuggets:1, Ardite Nugget
tconstruct:nuggets:2, Manyullyn Nugget
tconstruct:nuggets:3, Knightslime Nugget
tconstruct:nuggets:4, Pigiron Nugget
tconstruct:ingots:0, Cobalt Ingot
tconstruct:ingots:1, Ardite Ingot
tconstruct:ingots:2, Manyullyn Ingot
tconstruct:ingots:3, Knightslime Ingot
tconstruct:ingots:4, Pigiron Ingot
tconstruct:materials:0, Seared Brick
tconstruct:materials:1, Mud Brick
tconstruct:materials:2, Dried Brick
tconstruct:materials:9, Green Slime Crystal
tconstruct:materials:10, Blue Slime Crystal
tconstruct:materials:11, Magma Slime Crystal
tconstruct:materials:12, Expander (Horizontal)
tconstruct:materials:13, Expander (Vertical)
tconstruct:materials:14, Reinforcement
tconstruct:materials:15, Silky Cloth
tconstruct:materials:16, Silky Jewel
tconstruct:materials:17, Necrotic Bone
tconstruct:materials:18, Ball of Moss
tconstruct:materials:19, Mending Moss
tconstruct:materials:50, Creative Modifier
tconstruct:edible:0, Bacon
tconstruct:edible:1, Slimeball
tconstruct:edible:2, Slimeball
tconstruct:edible:3, Coagulated Blood
tconstruct:edible:4, Slimeball
tconstruct:edible:5, Slimeball
tconstruct:edible:10, Monster Jerky
tconstruct:edible:11, Beef Jerky
tconstruct:edible:12, Chicken Jerky
tconstruct:edible:13, Bacon Jerky
tconstruct:edible:14, Mutton Jerky
tconstruct:edible:15, Rabbit Jerky
tconstruct:edible:20, Fish Jerky
tconstruct:edible:21, Salmon Jerky
tconstruct:edible:22, Clownfish Jerky
tconstruct:edible:23, Fugu Jerky
tconstruct:edible:30, Gelatinous Slime Drop
tconstruct:edible:31, Gelatinous Slime Drop
tconstruct:edible:32, Gelatinous Slime Drop
tconstruct:edible:33, Coagulated Blood Drop
tconstruct:edible:34, Gelatinous Slime Drop
tconstruct:metal:0, Block of Cobalt
tconstruct:metal:1, Block of Ardite
tconstruct:metal:2, Block of Manyullyn
tconstruct:metal:3, Block of Knightslime
tconstruct:metal:4, Block of Pigiron
tconstruct:metal:6, Silky Block of Jewel
tconstruct:slime_dirt:0, Green Slimy Dirt
tconstruct:slime_dirt:1, Blue Slimy Dirt
tconstruct:slime_dirt:2, Purple Slimy Dirt
tconstruct:slime_dirt:3, Magma Slimy Dirt
tconstruct:slime_grass:0, Slimy Grass
tconstruct:slime_grass:1, Green Slimy Grass
tconstruct:slime_grass:2, Blue Slimy Grass
tconstruct:slime_grass:3, Purple Slimy Grass
tconstruct:slime_grass:4, Magma Slimy Grass
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Slimy Leaves
tconstruct:slime_leaves:1, Slimy Leaves
tconstruct:slime_leaves:2, Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Polishing Kit Pattern
tconstruct:pattern:0, Armor Plates Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Chestplate Core Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Leggings Core Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Battery Cell Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Helmet Core Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:pattern:0, Boots Core Pattern
tconstruct:pattern:0, Laser Medium Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Pipe Piece Pattern
tconstruct:pattern:0, Armor Trim Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:shard:0, Electrical Shard
tconstruct:shard:0, Energetic Shard
tconstruct:shard:0, Vibrant Shard
tconstruct:shard:0, Red Shard
tconstruct:shard:0, Conductive Shard
tconstruct:shard:0, Pulsating Shard
tconstruct:shard:0, Dark Shard
tconstruct:shard:0, Souled Shard
tconstruct:shard:0, Shard of the End
tconstruct:shard:0, Fake-Iron Shard
tconstruct:shard:0, Naga Scale Shard
tconstruct:shard:0, Steeleaf Shard
tconstruct:shard:0, Fiery Shard
tconstruct:shard:0, Knightly Shard
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Paper Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Abyssalnite Shard
tconstruct:shard:0, Refined Coralium Shard
tconstruct:shard:0, Dreadium Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Constantan Shard
tconstruct:shard:0, Baronyte Shard
tconstruct:shard:0, Blazium Shard
tconstruct:shard:0, Elecanium Shard
tconstruct:shard:0, Emberstone Shard
tconstruct:shard:0, Ghastly Shard
tconstruct:shard:0, Ghoulish Shard
tconstruct:shard:0, Limonite Shard
tconstruct:shard:0, Lunar Shard
tconstruct:shard:0, Lyon Shard
tconstruct:shard:0, Mystite Shard
tconstruct:shard:0, Rosite Shard
tconstruct:shard:0, Shyrestone Shard
tconstruct:shard:0, Skeletal Shard
tconstruct:shard:0, Varsium Shard
tconstruct:shard:0, Charger Shard
tconstruct:shard:0, Blood Infused Wooden Shard
tconstruct:shard:0, Blood Infused Iron Shard
tconstruct:shard:0, Realmite Shard
tconstruct:shard:0, Arlemite Shard
tconstruct:shard:0, Rupee Shard
tconstruct:shard:0, Netherite Shard
tconstruct:shard:0, Bloodmaster Shard
tconstruct:shard:0, Shadowium Shard
tconstruct:shard:0, Orichalcos Shard
tconstruct:shard:0, Magical Wooden Shard
tconstruct:shard:0, Evil Infused Shard
tconstruct:shard:0, Enchanted Shard
tconstruct:shard:0, Demonic Shard
tconstruct:shard:0, Molten Meat Shard
tconstruct:shard:0, Vespa Carapace Shard
tconstruct:shard:0, Scythe Claw Shard
tconstruct:shard:0, Ectoplasm Shard
tconstruct:shard:0, Dragon Bone Shard
tconstruct:shard:0, Desert Myrmex Chitin Shard
tconstruct:shard:0, Jungle Myrmex Chitin Shard
tconstruct:shard:0, Fire Dragonsteel Shard
tconstruct:shard:0, Ice Dragonsteel Shard
tconstruct:shard:0, Weezer Shard
tconstruct:shard:0, Prosperity Shard Shard
tconstruct:shard:0, Soulium Shard
tconstruct:shard:0, Base Essence Shard
tconstruct:shard:0, Inferium Shard
tconstruct:shard:0, Prudentium Shard
tconstruct:shard:0, Intermedium Shard
tconstruct:shard:0, Superium Shard
tconstruct:shard:0, Supremium Shard
tconstruct:shard:0, Boron Shard
tconstruct:shard:0, Tough Alloy Shard
tconstruct:shard:0, Hard Carbon Shard
tconstruct:shard:0, Boron Nitride Shard
tconstruct:shard:0, Thorium Shard
tconstruct:shard:0, Uranium Shard
tconstruct:shard:0, Magnesium Shard
tconstruct:shard:0, Chocolate Shard
tconstruct:shard:0, Plastic Shard
tconstruct:shard:0, Pink Slime Shard
tconstruct:shard:0, Reinforced Pink Slime Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Iridium Shard
tconstruct:shard:0, Mithril Shard
tconstruct:shard:0, Invar Shard
tconstruct:shard:0, Nickel Shard
tconstruct:shard:0, Tin Shard
tconstruct:shard:0, Brass Shard
tconstruct:shard:0, Aluminum Shard
tconstruct:shard:0, Zinc Shard
tconstruct:shard:0, Refined Obsidian Shard
tconstruct:shard:0, Refined Glowstone Shard
tconstruct:shard:0, Osmium Shard
tconstruct:shard:0, Manasteel Shard
tconstruct:shard:0, Terrasteel Shard
tconstruct:shard:0, Gaia Spirit Shard
tconstruct:shard:0, Yellorium Shard
tconstruct:shard:0, Cyanite Shard
tconstruct:shard:0, Blutonium Shard
tconstruct:shard:0, Ludicrite Shard
tconstruct:shard:0, Quartz Enriched Iron Shard
tconstruct:shard:0, Psimetal Shard
tconstruct:shard:0, Psigem Shard
tconstruct:shard:0, Ivory Psimetal Shard
tconstruct:shard:0, Ebony Psimetal Shard
tconstruct:shard:0, Dark Matter Shard
tconstruct:shard:0, Red Matter Shard
tconstruct:shard:0, Fluxed Electrum Shard
tconstruct:shard:0, Refined Iron Shard
tconstruct:shard:0, Tungsten Shard
tconstruct:shard:0, Titanium Shard
tconstruct:shard:0, Chrome Shard
tconstruct:shard:0, Advanced Alloy Shard
tconstruct:shard:0, Ruby Shard
tconstruct:shard:0, Sapphire Shard
tconstruct:shard:0, Peridot Shard
tconstruct:shard:0, Yellow Garnet Shard
tconstruct:shard:0, Red Garnet Shard
tconstruct:shard:0, Rubber Shard
tconstruct:shard:0, Alumite Shard
tconstruct:shard:0, Ascended Sapphire Shard
tconstruct:shard:0, Jade Shard
tconstruct:shard:0, Malachite Shard
tconstruct:shard:0, Amber Shard
tconstruct:shard:0, Topaz Shard
tconstruct:shard:0, Tanzanite Shard
tconstruct:shard:0, Amethyst Shard
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Black Quartz Shard
tconstruct:shard:0, Void Shard
tconstruct:shard:0, Enori Shard
tconstruct:shard:0, Palis Shard
tconstruct:shard:0, Emeradic Shard
tconstruct:shard:0, Diamatine Shard
tconstruct:shard:0, Infinity Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Mica Shard
tconstruct:shard:0, Litherite Shard
tconstruct:shard:0, Erodium Shard
tconstruct:shard:0, Kyronite Shard
tconstruct:shard:0, Pladium Shard
tconstruct:shard:0, Ionite Shard
tconstruct:shard:0, Aethium Shard
tconstruct:shard:0, Thaumium Shard
tconstruct:shard:0, Starmetal Shard
tconstruct:shard:0, Corrupted Shard
tconstruct:shard:0, Mirion Shard
tconstruct:shard:0, Livingwood Shard
tconstruct:shard:0, Elementium Shard
tconstruct:shard:0, Emerald Shard
tconstruct:shard:0, Bloodwood Shard
tconstruct:shard:0, Fusewood Shard
tconstruct:shard:0, Ghostwood Shard
tconstruct:shard:0, Darkwood Shard
tconstruct:shard:0, Wyvern Shard
tconstruct:shard:0, Awakened Shard
tconstruct:shard:0, Chaotic Shard
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Naga Scale Sharpening Kit
tconstruct:sharpening_kit:0, Steeleaf Sharpening Kit
tconstruct:sharpening_kit:0, Fiery Sharpening Kit
tconstruct:sharpening_kit:0, Knightly Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Abyssalnite Sharpening Kit
tconstruct:sharpening_kit:0, Refined Coralium Sharpening Kit
tconstruct:sharpening_kit:0, Dreadium Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Baronyte Sharpening Kit
tconstruct:sharpening_kit:0, Blazium Sharpening Kit
tconstruct:sharpening_kit:0, Elecanium Sharpening Kit
tconstruct:sharpening_kit:0, Emberstone Sharpening Kit
tconstruct:sharpening_kit:0, Ghastly Sharpening Kit
tconstruct:sharpening_kit:0, Ghoulish Sharpening Kit
tconstruct:sharpening_kit:0, Limonite Sharpening Kit
tconstruct:sharpening_kit:0, Lunar Sharpening Kit
tconstruct:sharpening_kit:0, Lyon Sharpening Kit
tconstruct:sharpening_kit:0, Mystite Sharpening Kit
